category,Original Text,Confidence,Context,Context,Argument 1,Argument 1,Relation,Relation,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Argument(s) 2,Claim Id
14370,"""The Oakland Raiders' offensive line allowed quarterback Derek Carr to be sacked several times because he did not take part in a protest during the national anthem.""",0.9064978085169282,The Oakland Raiders ' offensive line allowed,"(3, 46)",quarterback Derek Carr,"(47, 69)",to be sacked,"(70, 82)",because he did not take part in a protest during the national anthem,"(97, 165)",,,,,,,several times,"(83, 96)",,,,,,,,,6473
14371,"""The Oakland Raiders' offensive line allowed quarterback Derek Carr to be sacked several times because he did not take part in a protest during the national anthem.""",0.9471138851542096,,,The Oakland Raiders' offensive line,"(3, 38)",allowed,"(39, 46)",quarterback Derek Carr to be sacked several times,"(47, 96)",,,,,,,,,,,,,,,,,6473
14372,"""The Oakland Raiders' offensive line allowed quarterback Derek Carr to be sacked several times because he did not take part in a protest during the national anthem.""",0.4517038250665665,,,he,"(105, 107)",did not take,"(108, 120)",part,"(121, 125)",,,,,,,,,,,,,,,,,6473
14373,"""Measurements indicating that 2017 had relatively more sea ice in the Arctic and less melting of glacial ice in Greenland casts scientific doubt on the reality of global warming.""",0.5949105655696195,Measurements indicating that 2017 had less melting of glacial ice in Greenland casts,"(6, 90)",2017,"(35, 39)",had,"(40, 43)",less melting of glacial ice in Greenland,"(44, 84)",,,,,,,,,,,,,,,,,6474
14374,"""Measurements indicating that 2017 had relatively more sea ice in the Arctic and less melting of glacial ice in Greenland casts scientific doubt on the reality of global warming.""",0.8210641849071135,Measurements indicating that 2017 had less melting of glacial ice in Greenland casts,"(6, 90)",Measurements,"(6, 18)",indicating,"(19, 29)",that 2017 had less melting of glacial ice in Greenland,"(30, 84)",,,,,,,,,,,,,,,,,6474
14375,"""Measurements indicating that 2017 had relatively more sea ice in the Arctic and less melting of glacial ice in Greenland casts scientific doubt on the reality of global warming.""",0.9713459584093944,,,Measurements indicating that 2017 had less melting of glacial ice in Greenland,"(6, 84)",casts,"(85, 90)",scientific doubt,"(91, 107)",on the reality of global warming,"(108, 140)",,,,,,,,,,,,,,,6474
14376,"""Measurements indicating that 2017 had relatively more sea ice in the Arctic and less melting of glacial ice in Greenland casts scientific doubt on the reality of global warming.""",0.5949105655696195,Measurements indicating that 2017 had relatively more sea ice in the Arctic casts,"(6, 87)",2017,"(35, 39)",had,"(40, 43)",relatively more sea ice in the Arctic,"(44, 81)",,,,,,,,,,,,,,,,,6474
14377,"""Measurements indicating that 2017 had relatively more sea ice in the Arctic and less melting of glacial ice in Greenland casts scientific doubt on the reality of global warming.""",0.8210641849071135,Measurements indicating that 2017 had relatively more sea ice in the Arctic casts,"(6, 87)",Measurements,"(6, 18)",indicating,"(19, 29)",that 2017 had relatively more sea ice in the Arctic,"(30, 81)",,,,,,,,,,,,,,,,,6474
14378,"""Measurements indicating that 2017 had relatively more sea ice in the Arctic and less melting of glacial ice in Greenland casts scientific doubt on the reality of global warming.""",0.9713459584093944,,,Measurements indicating that 2017 had relatively more sea ice in the Arctic,"(6, 81)",casts,"(82, 87)",scientific doubt,"(88, 104)",on the reality of global warming,"(105, 137)",,,,,,,,,,,,,,,6474
14379,"""In September 2017, Tennessee businessman and CEO of Hardwick Clothes Allan Jones withdrew all NFL-related advertising for his companies, in response to ""unpatriotic"" national anthem protests.""",0.4953178616921359,,,September 2017,"(9, 23)",(is] CEO of,"(26, 32)",Hardwick Clothes Allan Jones,"(33, 61)",,,,,,,,,,,,,,,,,6475
14380,"""In September 2017, Tennessee businessman and CEO of Hardwick Clothes Allan Jones withdrew all NFL-related advertising for his companies, in response to ""unpatriotic"" national anthem protests.""",0.9177653860426932,,,CEO of Hardwick Clothes Allan Jones,"(26, 61)",withdrew,"(62, 70)",all NFL - related advertising,"(71, 100)",for his companies,"(101, 118)",,,,,In September 2017,"(6, 23)",,,,,,,,,6475
14381,"""In September 2017, Tennessee businessman and CEO of Hardwick Clothes Allan Jones withdrew all NFL-related advertising for his companies, in response to ""unpatriotic"" national anthem protests.""",0.4953178616921359,,,September 2017,"(9, 23)",(is] Tennessee businessman of,"(26, 50)",Hardwick Clothes Allan Jones,"(51, 79)",,,,,,,,,,,,,,,,,6475
14382,"""In September 2017, Tennessee businessman and CEO of Hardwick Clothes Allan Jones withdrew all NFL-related advertising for his companies, in response to ""unpatriotic"" national anthem protests.""",0.9598165391314788,,,Tennessee businessman of Hardwick Clothes Allan Jones,"(26, 79)",withdrew,"(80, 88)",all NFL - related advertising,"(89, 118)",for his companies,"(119, 136)",,,,,In September 2017,"(6, 23)",,,,,,,,,6475
14383,"""During a concert in Las Vegas on 1 October 2017, a ""mystery woman"" warned or threatened crowds about the mass shooting that took place shortly afterwards.""",0.896604430840561,,,the mass shooting,"(24, 41)",took,"(47, 51)",place,"(52, 57)",,,,,,,shortly afterwards,"(58, 76)",,,,,,,,,6476
14384,"""During a concert in Las Vegas on 1 October 2017, a ""mystery woman"" warned or threatened crowds about the mass shooting that took place shortly afterwards.""",0.9679748663050008,,,a   mystery woman,"(56, 75)",warned,"(80, 86)",,,,,,,,,During a concert in Las Vegas on 1 October 2017,"(6, 53)",,,,,,,,,6476
14385,"""The Department of Agriculture rejected a request by Puerto Rico that Nutrition Assistance Program rules be waived so that food stamps recipients could use EBT cards to purchase hot food.""",0.8876082651439079,food stamps recipients could use,"(125, 157)",food stamps recipients,"(125, 147)",could use EBT cards to purchase,"((148, 157), (158, 167))",hot food,"(180, 188)",,,,,,,,,,,,,,,,,6477
14386,"""The Department of Agriculture rejected a request by Puerto Rico that Nutrition Assistance Program rules be waived so that food stamps recipients could use EBT cards to purchase hot food.""",0.9047898841628704,,,food stamps recipients,"(125, 147)",could use,"(148, 157)",EBT cards,"(158, 167)",to purchase hot food,"(168, 188)",,,,,,,,,,,,,,,6477
14387,"""The Department of Agriculture rejected a request by Puerto Rico that Nutrition Assistance Program rules be waived so that food stamps recipients could use EBT cards to purchase hot food.""",0.9152509881970272,,,Nutrition Assistance Program rules,"(72, 106)",be waived,"(107, 116)",so that food stamps recipients could use EBT cards to purchase hot food,"(117, 188)",,,,,,,,,,,,,,,,,6477
14388,"""The Department of Agriculture rejected a request by Puerto Rico that Nutrition Assistance Program rules be waived so that food stamps recipients could use EBT cards to purchase hot food.""",0.9152509881970272,,,The Department of Agriculture,"(3, 32)",rejected,"(33, 41)",a request by Puerto Rico that Nutrition Assistance Program rules be waived,"(42, 116)",,,,,,,,,,,,,,,,,6477
14390,"""A social media meme accurately lists U.S. government assets deployed by President Trump to aid Puerto Ricans in the aftermath of Hurricane Maria.""",0.9640827750857294,,,U.S. government assets,"(40, 62)",deployed,"(63, 71)",by President Trump,"(72, 90)",to aid Puerto Ricans in the aftermath of Hurricane Maria,"(91, 147)",,,,,,,,,,,,,,,6479
14391,"""A social media meme accurately lists U.S. government assets deployed by President Trump to aid Puerto Ricans in the aftermath of Hurricane Maria.""",0.9314904193639496,,,A social media meme,"(3, 22)",accurately lists,"(23, 39)",U.S. government assets,"(40, 62)",,,,,,,,,,,,,,,,,6479
14392,"""Former President Barack Obama's stylist revealed to a conservative web site that he caught Obama in the middle of a gay tryst.""",0.4978219019954182,,,he,"(84, 86)",caught,"(87, 93)",Obama,"(94, 99)",in the middle of a gay tryst,"(100, 128)",,,,,,,,,,,,,,,6480
14393,"""Former President Barack Obama's stylist revealed to a conservative web site that he caught Obama in the middle of a gay tryst.""",0.9489461080096144,,,Former President Barack Obama's stylist,"(3, 42)",revealed,"(43, 51)",to a conservative web site,"(52, 78)",,,,,,,,,,,,,,,,,6480
14394,"""Celebrity chef Gordon Ramsay directed his entire staff to ""take a knee"" and refuse service to Miami Dolphins players over national anthem protests against police brutality.""",0.6517120465339854,Celebrity chef Gordon Ramsay directed,"(6, 43)",his entire staff,"(44, 60)",refuse,"(61, 67)",service to Miami Dolphins players,"(68, 101)",over national anthem protests against police brutality,"(102, 156)",,,,,,,,,,,,,,,6481
14395,"""Celebrity chef Gordon Ramsay directed his entire staff to ""take a knee"" and refuse service to Miami Dolphins players over national anthem protests against police brutality.""",0.9277957582604216,,,Celebrity chef Gordon Ramsay,"(6, 34)",directed,"(35, 43)",his entire staff refuse service to Miami Dolphins players over national anthem protests against police brutality,"(44, 156)",,,,,,,,,,,,,,,,,6481
14396,"""Celebrity chef Gordon Ramsay directed his entire staff to ""take a knee"" and refuse service to Miami Dolphins players over national anthem protests against police brutality.""",0.5590794689581658,,,his entire staff,"(44, 60)",to take,"((61, 63), (68, 72))",a knee,"(73, 79)",,,,,,,,,,,,,,,,,6481
14397,"""Celebrity chef Gordon Ramsay directed his entire staff to ""take a knee"" and refuse service to Miami Dolphins players over national anthem protests against police brutality.""",0.8926589187155131,,,Celebrity chef Gordon Ramsay,"(6, 34)",directed,"(35, 43)",his entire staff,"(44, 60)",to   take a knee,"(61, 79)",,,,,,,,,,,,,,,6481
14401,"""The Hollywood Reporter published a column in 1937 criticizing actors for speaking out against Nazi Germany.""",0.8937610516172411,The Hollywood Reporter published,"(3, 35)",The Hollywood Reporter,"(3, 25)",published a column criticizing,"((26, 35), 36)",actors,"(65, 71)",for speaking out against Nazi Germany,"(72, 109)",,,,,,,,,,,,,,,6484
14402,"""The Hollywood Reporter published a column in 1937 criticizing actors for speaking out against Nazi Germany.""",0.9279812910556979,,,The Hollywood Reporter,"(3, 25)",published,"(26, 35)",a column,"(36, 44)",criticizing actors for speaking out against Nazi Germany,"(53, 109)",,,,,in 1937,"(45, 52)",,,,,,,,,6484
14405,"""DIRECTV is offering refunds to NFL package subscribers to express dissatisfaction over national anthem protests""",0.7478385192013411,DIRECTV is offering,"(3, 22)",DIRECTV,"(3, 10)",is offering refunds to express,"((11, 22), (23, 60))",dissatisfaction over national anthem protests,"(69, 114)",,,,,,,,,,,,,,,,,6486
14406,"""DIRECTV is offering refunds to NFL package subscribers to express dissatisfaction over national anthem protests""",0.8453428833817832,,,DIRECTV,"(3, 10)",is offering,"(11, 22)",refunds,"(23, 30)",to NFL package subscribers,"(31, 57)",to express dissatisfaction over national anthem protests,"(58, 114)",,,,,,,,,,,,,6486
14409,"""In ancient Rome, women would drink turpentine to make their urine smell sweet like roses.""",0.7794154230651349,women would drink,"(20, 37)",women,"(20, 25)",would drink turpentine to make,"((26, 37), (38, 51))",their urine smell sweet like roses,"(57, 91)",,,,,,,,,,,,,,,,,6488
14410,"""In ancient Rome, women would drink turpentine to make their urine smell sweet like roses.""",0.7794154230651349,,,women,"(20, 25)",would drink,"(26, 37)",turpentine,"(38, 48)",to make their urine smell sweet like roses,"(49, 91)",,,,,,,,,,,,,,,6488
14411,"""Facebook will be working with the DEA to monitor all Facebook posts for indications of drug use.""",0.8739651883033833,Facebook will be working,"(3, 27)",Facebook,"(3, 11)",will be working to monitor,"((12, 27), (41, 51))",all Facebook posts for indications of drug use,"(52, 98)",,,,,,,,,,,,,,,,,6489
14412,"""Facebook will be working with the DEA to monitor all Facebook posts for indications of drug use.""",0.9445450172241071,,,Facebook,"(3, 11)",will be working,"(12, 27)",with the DEA,"(28, 40)",to monitor all Facebook posts for indications of drug use,"(41, 98)",,,,,,,,,,,,,,,6489
14413,"""A photograph shows President Donald Trump reaching out to rescue a Harvey flooding victim.""",0.8937610516172411,A photograph shows President Donald Trump reaching,"(3, 53)",President Donald Trump,"(22, 44)",reaching to rescue,"((45, 53), (58, 67))",a Harvey flooding victim,"(68, 92)",,,,,,,,,,,,,,,,,6490
14414,"""A photograph shows President Donald Trump reaching out to rescue a Harvey flooding victim.""",0.9279812910556979,A photograph shows,"(3, 21)",President Donald Trump,"(22, 44)",reaching,"(45, 53)",out,"(54, 57)",to rescue a Harvey flooding victim,"(58, 92)",,,,,,,,,,,,,,,6490
14415,"""A photograph shows President Donald Trump reaching out to rescue a Harvey flooding victim.""",0.9196550307530976,,,A photograph,"(3, 15)",shows,"(16, 21)",President Donald Trump reaching out,"(22, 57)",,,,,,,,,,,,,,,,,6490
14418,"""A viral image shows a man kneeling in protest at the Tomb of the Unknown Soldier in Arlington National Cemetery.""",0.3808945036672451,,,Cemetery,"(106, 114)",(is] National (of],"(97, 105)",Arlington,"(87, 96)",,,,,,,,,,,,,,,,,6492
14419,"""A viral image shows a man kneeling in protest at the Tomb of the Unknown Soldier in Arlington National Cemetery.""",0.9472929138282772,,,a man,"(23, 28)",kneeling,"(29, 37)",,,,,,,,,,,,,,,in protest,"(38, 48)",at the Tomb of the Unknown Soldier in Arlington National Cemetery,"(49, 114)",6492
14420,"""A viral image shows a man kneeling in protest at the Tomb of the Unknown Soldier in Arlington National Cemetery.""",0.9633207887638084,,,A viral image,"(3, 16)",shows,"(17, 22)",a man kneeling in protest at the Tomb of the Unknown Soldier in Arlington National Cemetery,"(23, 114)",,,,,,,,,,,,,,,,,6492
14430,"""In September 2017, the Cleveland Browns, Dallas Cowboys and Pittsburgh Steelers refunded season tickets in light of protests by players during the National Anthem.""",0.9644677377549716,,,Pittsburgh Steelers,"(26, 45)",refunded,"(46, 54)",season tickets,"(55, 69)",,,,,,,In September 2017,"(6, 23)",,,,,in light of protests,"(70, 90)",,,6496
14431,"""In September 2017, the Cleveland Browns, Dallas Cowboys and Pittsburgh Steelers refunded season tickets in light of protests by players during the National Anthem.""",0.9775431494714372,,,Dallas Cowboys,"(26, 40)",refunded,"(41, 49)",season tickets,"(50, 64)",,,,,,,In September 2017,"(6, 23)",,,,,in light of protests by players during the National Anthem,"(65, 123)",,,6496
14432,"""In September 2017, the Cleveland Browns, Dallas Cowboys and Pittsburgh Steelers refunded season tickets in light of protests by players during the National Anthem.""",0.9795694009884504,,,the Cleveland Browns,"(26, 46)",refunded,"(47, 55)",season tickets,"(56, 70)",,,,,,,In September 2017,"(6, 23)",,,,,in light of protests by players during the National Anthem,"(71, 129)",,,6496
14438,"""The FBI seized over 3,000 penises during a September 2017 raid of a morgue employee's home.""",0.9990000128746032,,,The FBI,"(0, 0)",seized,"(0, 0)",over 3000 penises,,,,,,,,,,,,,,,,,,6499
